source_path,bytes,sha256,extension
formazieleni-F-RESET-BC-2026-09-20/mnt/data/fz_work/formazieleni-pack/docs/00-DANE.md,4824,22d72641f9417ed11d71d2f20c9d0f4db9a487e50edc9f0c944d36920a3b9b76,.md
formazieleni-F-RESET-BC-2026-09-20/mnt/data/fz_work/formazieleni-pack/docs/00-MASTER-PLAN.md,6777,74179812194f0ec1c0a952645606d4552e0ad09d598002add11000be055f6d79,.md
formazieleni-F-RESET-BC-2026-09-20/mnt/data/fz_work/formazieleni-pack/docs/01-SPEC.md,50854,baf09f380aeafb2882146ef3f3764137473859017f7315098edbbd3f58c284c3,.md
formazieleni-F-RESET-BC-2026-09-20/mnt/data/fz_work/formazieleni-pack/docs/02-DESIGN.md,10498,6a95a840283a42f764f27ba50be3463cbd8071ed06062ba5be7d56c3ff13e56d,.md
formazieleni-F-RESET-BC-2026-09-20/mnt/data/fz_work/formazieleni-pack/docs/03-COPY.md,22099,de826df9149564e78c6d4a2aab69e58bc205c93c16225e76b77d64d167ccc00c,.md
formazieleni-F-RESET-BC-2026-09-20/mnt/data/fz_work/formazieleni-pack/docs/04-PROMPTS.md,41440,9f014a429d5c762e68fce44c3dedabc966a9cf1f49a383f3ea4c126460af2d25,.md
formazieleni-F-RESET-BC-2026-09-20/mnt/data/fz_work/formazieleni-pack/docs/05-MARKETING.md,11780,b19d7253b7d8211260c9fcafbfd0c49100684a380c244e3282144ec61db10608,.md
formazieleni-F-RESET-BC-2026-09-20/mnt/data/fz_work/formazieleni-pack/docs/06-REKLAMY-DIY.md,11992,4b446fb435564475ab38631d9cbe8cb8a62d6669526091a537b651e2d4cf578a,.md
formazieleni-F-RESET-BC-2026-09-20/mnt/data/fz_work/formazieleni-pack/docs/07-WIEDZA-2026.md,8153,28f001899c606faf6126594457887a80fd0998950b4dbd82550315311fde9be3,.md
formazieleni-F-RESET-BC-2026-09-20/mnt/data/fz_work/formazieleni-pack/docs/08-PORTAL-FUNKCJE.md,12308,e8865a3370ad6d29d4f2f5e7bd410af8cabecff1402f0243a15c9ac531bf157b,.md
